Order ID,Product,Quantity Ordered,Price Each,Order Date,Street Address,City,State
226856,Lightning Charging Cable,1,14.95,2022-04-04 00:57:00,676 2nd St,Dallas,TX
226869,Lightning Charging Cable,1,14.95,2022-04-20 06:18:00,963 West St,San Francisco,CA
226886,AA Batteries (4-pack),1,3.84,2022-04-18 09:04:00,852 8th St,Seattle,WA
226897,Bose SoundSport Headphones,1,99.99,2022-04-20 19:51:00,827 Dogwood St,Austin,TX
226898,Lightning Charging Cable,2,14.95,2022-04-29 15:23:00,975 Highland St,Los Angeles,CA
226909,USB-C Charging Cable,1,11.95,2022-04-17 12:46:00,513 Lake St,Los Angeles,CA
226910,USB-C Charging Cable,1,11.95,2022-04-15 18:08:00,498 Meadow St,Boston,MA
226918,27in 4K Gaming Monitor,1,389.99,2022-04-15 23:58:00,197 6th St,New York City,NY
226920,AAA Batteries (4-pack),2,2.99,2022-04-02 16:00:00,213 Main St,Los Angeles,CA
226921,Lightning Charging Cable,2,14.95,2022-04-15 13:06:00,944 Cedar St,Boston,MA
226926,ThinkPad Laptop,1,999.99,2022-04-17 11:17:00,565 6th St,San Francisco,CA
226931,AA Batteries (4-pack),2,3.84,2022-04-03 19:02:00,150 2nd St,Austin,TX
226932,Apple Airpods Headphones,1,150.0,2022-04-14 23:15:00,690 Johnson St,Dallas,TX
226942,20in Monitor,1,109.99,2022-04-07 12:10:00,291 1st St,Los Angeles,CA
226943,AAA Batteries (4-pack),1,2.99,2022-04-20 15:27:00,691 Adams St,Boston,MA
226945,Google Phone,1,600.0,2022-04-05 13:39:00,996 Pine St,New York City,NY
226945,USB-C Charging Cable,1,11.95,2022-04-05 13:39:00,996 Pine St,New York City,NY
226950,Apple Airpods Headphones,1,150.0,2022-04-19 17:41:00,912 Jackson St,Dallas,TX
226953,USB-C Charging Cable,1,11.95,2022-04-05 00:29:00,823 Walnut St,Austin,TX
226960,AAA Batteries (4-pack),2,2.99,2022-04-11 10:21:00,925 Willow St,Atlanta,GA
226986,AA Batteries (4-pack),2,3.84,2022-04-02 19:49:00,976 River St,Seattle,WA
227001,Wired Headphones,2,11.99,2022-04-28 14:40:00,851 North St,Portland,ME
227003,AA Batteries (4-pack),2,3.84,2022-04-14 19:56:00,316 6th St,Portland,ME
227012,AAA Batteries (4-pack),8,2.99,2022-04-27 10:41:00,885 Ridge St,Seattle,WA
227019,Google Phone,1,600.0,2022-04-22 10:07:00,911 Dogwood St,Boston,MA
227023,Vareebadd Phone,1,400.0,2022-04-06 19:26:00,415 Pine St,San Francisco,CA
227024,AAA Batteries (4-pack),2,2.99,2022-04-01 19:06:00,551 Willow St,San Francisco,CA
227025,27in 4K Gaming Monitor,1,389.99,2022-04-18 14:48:00,505 Forest St,Seattle,WA
227036,Wired Headphones,2,11.99,2022-04-01 23:23:00,971 Johnson St,Portland,OR
227048,27in 4K Gaming Monitor,1,389.99,2022-04-27 22:40:00,888 Willow St,Portland,OR
227056,Vareebadd Phone,1,400.0,2022-04-23 16:42:00,638 5th St,Dallas,TX
227061,Wired Headphones,1,11.99,2022-04-27 10:01:00,697 River St,Seattle,WA
227061,AA Batteries (4-pack),2,3.84,2022-04-27 10:01:00,697 River St,Seattle,WA
227062,USB-C Charging Cable,1,11.95,2022-04-23 20:07:00,639 6th St,Portland,ME
227064,iPhone,1,800.0,2022-04-17 23:11:00,167 Sunset St,Austin,TX
227071,USB-C Charging Cable,2,11.95,2022-04-07 09:30:00,947 Sunset St,Seattle,WA
227082,27in 4K Gaming Monitor,1,389.99,2022-04-17 21:14:00,879 Madison St,San Francisco,CA
227085,Wired Headphones,2,11.99,2022-04-11 00:35:00,138 Walnut St,Portland,ME
227086,AA Batteries (4-pack),2,3.84,2022-04-03 11:40:00,209 Meadow St,New York City,NY
227092,Macbook Pro Laptop,1,1700.0,2022-04-23 15:08:00,320 2nd St,Los Angeles,CA
227093,AA Batteries (4-pack),2,3.84,2022-04-04 09:49:00,493 Dogwood St,Austin,TX
227103,Bose SoundSport Headphones,1,99.99,2022-04-29 20:36:00,904 Hickory St,San Francisco,CA
227110,USB-C Charging Cable,2,11.95,2022-04-27 20:08:00,520 Jackson St,Seattle,WA
227113,Flatscreen TV,1,300.0,2022-04-28 12:02:00,575 Pine St,Atlanta,GA
227118,AAA Batteries (4-pack),2,2.99,2022-04-30 14:50:00,630 Spruce St,San Francisco,CA
227121,Bose SoundSport Headphones,1,99.99,2022-04-05 13:40:00,315 Johnson St,Dallas,TX
227130,iPhone,1,800.0,2022-04-05 16:22:00,842 Forest St,Dallas,TX
227148,Wired Headphones,1,11.99,2022-04-28 12:51:00,582 Highland St,Dallas,TX
227149,Flatscreen TV,1,300.0,2022-04-29 13:51:00,285 Willow St,Los Angeles,CA
227150,Wired Headphones,1,11.99,2022-04-20 21:53:00,541 Maple St,Atlanta,GA
227154,Lightning Charging Cable,1,14.95,2022-04-28 15:44:00,713 Madison St,Boston,MA
227156,Apple Airpods Headphones,1,150.0,2022-04-29 18:56:00,207 9th St,Seattle,WA
227165,AA Batteries (4-pack),4,3.84,2022-04-30 20:09:00,586 13th St,Atlanta,GA
227173,34in Ultrawide Monitor,1,379.99,2022-04-22 19:50:00,987 13th St,Los Angeles,CA
227189,Wired Headphones,1,11.99,2022-04-20 14:05:00,784 4th St,Boston,MA
227189,AA Batteries (4-pack),4,3.84,2022-04-20 14:05:00,784 4th St,Boston,MA
227190,Google Phone,1,600.0,2022-04-01 09:04:00,685 Adams St,Portland,ME
227191,Wired Headphones,1,11.99,2022-04-15 19:56:00,50 Meadow St,Los Angeles,CA
227194,Apple Airpods Headphones,1,150.0,2022-04-27 15:01:00,117 11th St,Portland,ME
227195,27in 4K Gaming Monitor,1,389.99,2022-04-29 22:50:00,243 Main St,San Francisco,CA
227196,ThinkPad Laptop,1,999.99,2022-04-26 11:55:00,994 12th St,Portland,OR
227199,Bose SoundSport Headphones,1,99.99,2022-04-03 01:05:00,217 Maple St,Dallas,TX
227208,AA Batteries (4-pack),2,3.84,2022-04-15 11:11:00,210 Park St,San Francisco,CA
227213,AAA Batteries (4-pack),12,2.99,2022-04-22 10:39:00,333 11th St,Boston,MA
227224,Lightning Charging Cable,1,14.95,2022-04-27 09:50:00,62 9th St,Portland,ME
227225,20in Monitor,1,109.99,2022-04-29 11:18:00,11 4th St,San Francisco,CA
227235,Apple Airpods Headphones,1,150.0,2022-04-03 18:22:00,319 Madison St,New York City,NY
227255,Lightning Charging Cable,2,14.95,2022-04-18 19:19:00,120 Lincoln St,Boston,MA
227271,27in 4K Gaming Monitor,1,389.99,2022-04-30 20:14:00,839 Pine St,San Francisco,CA
227283,USB-C Charging Cable,2,11.95,2022-04-18 10:39:00,683 Lake St,Boston,MA
227295,USB-C Charging Cable,2,11.95,2022-04-11 11:55:00,822 Main St,Austin,TX
227302,Lightning Charging Cable,2,14.95,2022-04-02 17:31:00,848 Cherry St,Portland,ME
227309,USB-C Charging Cable,1,11.95,2022-04-27 09:18:00,961 South St,Seattle,WA
227326,AA Batteries (4-pack),2,3.84,2022-04-29 17:59:00,569 Cherry St,San Francisco,CA
227329,Bose SoundSport Headphones,1,99.99,2022-04-30 14:59:00,537 8th St,Dallas,TX
227331,34in Ultrawide Monitor,1,379.99,2022-04-26 11:34:00,997 Jefferson St,Los Angeles,CA
227332,27in FHD Monitor,1,149.99,2022-04-07 10:02:00,923 Park St,Austin,TX
227336,ThinkPad Laptop,1,999.99,2022-04-13 07:14:00,251 Elm St,Seattle,WA
227338,AA Batteries (4-pack),2,3.84,2022-04-27 17:00:00,3 Park St,Seattle,WA
227341,iPhone,1,800.0,2022-04-20 23:58:00,479 Madison St,San Francisco,CA
227341,Lightning Charging Cable,2,14.95,2022-04-20 23:58:00,479 Madison St,San Francisco,CA
227346,Wired Headphones,4,11.99,2022-04-08 17:48:00,161 4th St,Boston,MA
227357,Macbook Pro Laptop,1,1700.0,2022-04-09 17:12:00,937 Cedar St,Seattle,WA
227360,USB-C Charging Cable,2,11.95,2022-04-11 16:21:00,904 Main St,Los Angeles,CA
227371,Flatscreen TV,1,300.0,2022-04-21 12:47:00,313 Johnson St,Dallas,TX
227380,AA Batteries (4-pack),2,3.84,2022-04-11 10:34:00,627 River St,San Francisco,CA
227382,USB-C Charging Cable,2,11.95,2022-04-24 22:52:00,796 Main St,Los Angeles,CA
227383,AAA Batteries (4-pack),2,2.99,2022-04-29 15:31:00,458 Johnson St,Portland,OR
227386,27in FHD Monitor,1,149.99,2022-04-16 18:44:00,975 Willow St,Seattle,WA
227391,AA Batteries (4-pack),4,3.84,2022-04-01 11:59:00,108 Cedar St,Portland,ME
227397,Bose SoundSport Headphones,1,99.99,2022-04-13 21:42:00,9 River St,San Francisco,CA
227402,AAA Batteries (4-pack),4,2.99,2022-04-04 12:46:00,404 4th St,Portland,ME
227404,iPhone,1,800.0,2022-04-23 12:54:00,32 12th St,San Francisco,CA
227404,Wired Headphones,1,11.99,2022-04-23 12:54:00,32 12th St,San Francisco,CA
227405,iPhone,1,800.0,2022-04-19 11:25:00,415 12th St,Seattle,WA
227415,Google Phone,1,600.0,2022-04-24 09:13:00,856 Spruce St,Los Angeles,CA
227421,iPhone,1,800.0,2022-04-03 18:36:00,432 Jefferson St,San Francisco,CA
227421,AAA Batteries (4-pack),1,2.99,2022-04-03 18:36:00,432 Jefferson St,San Francisco,CA
227424,AAA Batteries (4-pack),2,2.99,2022-04-15 20:21:00,570 Lincoln St,Seattle,WA
227430,Wired Headphones,1,11.99,2022-04-18 08:23:00,889 Meadow St,Seattle,WA
227433,AAA Batteries (4-pack),2,2.99,2022-04-27 21:28:00,938 Jackson St,Dallas,TX
227436,Wired Headphones,2,11.99,2022-04-21 15:03:00,913 13th St,Seattle,WA
227437,Apple Airpods Headphones,1,150.0,2022-04-16 11:41:00,245 North St,Seattle,WA
227439,AA Batteries (4-pack),8,3.84,2022-04-08 13:28:00,31 North St,Austin,TX
227445,Google Phone,1,600.0,2022-04-08 18:44:00,682 Church St,Boston,MA
227445,USB-C Charging Cable,4,11.95,2022-04-08 18:44:00,682 Church St,Boston,MA
227456,Wired Headphones,2,11.99,2022-04-18 09:54:00,231 14th St,Dallas,TX
227461,AA Batteries (4-pack),2,3.84,2022-04-14 00:45:00,659 Main St,Dallas,TX
227464,Bose SoundSport Headphones,1,99.99,2022-04-22 17:31:00,881 Chestnut St,Boston,MA
227465,Lightning Charging Cable,2,14.95,2022-04-18 20:50:00,826 Pine St,Los Angeles,CA
227476,iPhone,1,800.0,2022-04-21 20:21:00,661 Chestnut St,Portland,ME
227477,20in Monitor,1,109.99,2022-04-20 11:34:00,703 Hill St,Los Angeles,CA
227481,Wired Headphones,1,11.99,2022-04-07 17:15:00,891 Jefferson St,Los Angeles,CA
227491,Wired Headphones,2,11.99,2022-04-10 21:30:00,904 11th St,Portland,ME
227492,AA Batteries (4-pack),1,3.84,2022-04-03 18:55:00,182 1st St,Boston,MA
227504,Wired Headphones,1,11.99,2022-04-21 10:13:00,150 Hill St,Portland,OR
227505,iPhone,1,800.0,2022-04-29 01:12:00,420 5th St,Seattle,WA
227509,27in FHD Monitor,1,149.99,2022-04-03 11:24:00,299 Walnut St,Los Angeles,CA
227513,USB-C Charging Cable,1,11.95,2022-04-22 19:50:00,717 Lake St,San Francisco,CA
227541,Flatscreen TV,1,300.0,2022-04-27 07:48:00,128 South St,Portland,ME
227567,Bose SoundSport Headphones,1,99.99,2022-04-15 16:59:00,6 1st St,Boston,MA
227568,AAA Batteries (4-pack),2,2.99,2022-04-29 22:51:00,690 Spruce St,San Francisco,CA
227579,AAA Batteries (4-pack),2,2.99,2022-04-24 18:45:00,331 Jefferson St,New York City,NY
227580,ThinkPad Laptop,1,999.99,2022-04-08 10:54:00,473 Highland St,Portland,OR
227581,Lightning Charging Cable,2,14.95,2022-04-14 12:12:00,862 7th St,Los Angeles,CA
227595,Wired Headphones,2,11.99,2022-04-22 16:57:00,520 4th St,Atlanta,GA
227596,27in 4K Gaming Monitor,1,389.99,2022-04-07 16:49:00,552 Cherry St,Atlanta,GA
227598,Lightning Charging Cable,1,14.95,2022-04-20 13:26:00,614 Jefferson St,Seattle,WA
227600,LG Dryer,1,600.0,2022-04-12 16:35:00,955 9th St,Seattle,WA
227609,27in 4K Gaming Monitor,1,389.99,2022-04-13 10:45:00,212 River St,Los Angeles,CA
227611,AAA Batteries (4-pack),4,2.99,2022-04-01 12:16:00,434 Johnson St,Seattle,WA
227616,USB-C Charging Cable,1,11.95,2022-04-05 17:15:00,19 Adams St,Seattle,WA
227620,Wired Headphones,2,11.99,2022-04-01 13:24:00,60 Lakeview St,Dallas,TX
227626,27in FHD Monitor,1,149.99,2022-04-11 20:13:00,850 2nd St,Los Angeles,CA
227655,Bose SoundSport Headphones,1,99.99,2022-04-09 20:16:00,669 14th St,Portland,ME
227660,AA Batteries (4-pack),4,3.84,2022-04-17 08:58:00,133 2nd St,Portland,OR
227662,USB-C Charging Cable,2,11.95,2022-04-29 12:38:00,887 Church St,San Francisco,CA
227662,USB-C Charging Cable,1,11.95,2022-04-29 12:38:00,887 Church St,San Francisco,CA
227666,AAA Batteries (4-pack),1,2.99,2022-04-07 13:05:00,647 6th St,Portland,OR
227669,Wired Headphones,2,11.99,2022-04-07 20:55:00,234 2nd St,New York City,NY
227683,AA Batteries (4-pack),2,3.84,2022-04-06 12:14:00,498 Lincoln St,Portland,OR
227706,AAA Batteries (4-pack),12,2.99,2022-04-02 07:17:00,201 Pine St,Los Angeles,CA
227712,Lightning Charging Cable,1,14.95,2022-04-23 13:24:00,939 Main St,Austin,TX
227715,34in Ultrawide Monitor,1,379.99,2022-04-05 20:53:00,750 South St,Los Angeles,CA
227722,27in 4K Gaming Monitor,1,389.99,2022-04-04 16:56:00,864 5th St,Portland,OR
227724,20in Monitor,1,109.99,2022-04-27 19:54:00,461 11th St,Portland,ME
227733,Bose SoundSport Headphones,1,99.99,2022-04-02 12:26:00,974 Meadow St,San Francisco,CA
227737,AAA Batteries (4-pack),2,2.99,2022-04-25 12:02:00,286 Spruce St,Seattle,WA
227749,Bose SoundSport Headphones,1,99.99,2022-05-01 03:31:00,522 1st St,Portland,ME
227755,USB-C Charging Cable,1,11.95,2022-04-04 23:34:00,795 Lake St,Portland,ME
227757,Macbook Pro Laptop,1,1700.0,2022-04-08 12:41:00,239 Highland St,Los Angeles,CA
227761,USB-C Charging Cable,1,11.95,2022-04-23 23:18:00,590 Meadow St,Portland,ME
227769,AA Batteries (4-pack),4,3.84,2022-04-23 11:35:00,243 5th St,Boston,MA
227774,AA Batteries (4-pack),4,3.84,2022-04-02 23:33:00,712 Willow St,San Francisco,CA
227781,AA Batteries (4-pack),4,3.84,2022-04-23 12:44:00,628 Lincoln St,San Francisco,CA
227786,34in Ultrawide Monitor,1,379.99,2022-04-26 15:52:00,68 Main St,Atlanta,GA
227788,AA Batteries (4-pack),4,3.84,2022-04-06 15:37:00,959 Madison St,Portland,ME
227800,27in 4K Gaming Monitor,1,389.99,2022-04-11 16:37:00,418 Spruce St,Los Angeles,CA
227805,USB-C Charging Cable,2,11.95,2022-04-26 18:31:00,947 Pine St,Seattle,WA
227808,27in FHD Monitor,1,149.99,2022-04-19 00:15:00,715 13th St,Boston,MA
227810,27in FHD Monitor,1,149.99,2022-04-30 10:47:00,952 Sunset St,Los Angeles,CA
227811,34in Ultrawide Monitor,1,379.99,2022-04-17 12:56:00,997 13th St,Portland,ME
227811,Wired Headphones,2,11.99,2022-04-17 12:56:00,997 13th St,Portland,ME
227814,Wired Headphones,1,11.99,2022-04-12 16:10:00,267 Ridge St,San Francisco,CA
227823,Flatscreen TV,1,300.0,2022-04-26 19:46:00,350 Church St,Seattle,WA
227831,Wired Headphones,2,11.99,2022-04-05 23:17:00,965 11th St,San Francisco,CA
227833,Apple Airpods Headphones,1,150.0,2022-04-08 14:01:00,849 5th St,Los Angeles,CA
227836,Macbook Pro Laptop,1,1700.0,2022-04-11 10:23:00,601 Maple St,Seattle,WA
227840,Wired Headphones,2,11.99,2022-04-18 16:51:00,538 9th St,San Francisco,CA
227842,27in FHD Monitor,1,149.99,2022-04-07 07:19:00,573 11th St,Portland,ME
227852,AAA Batteries (4-pack),4,2.99,2022-04-10 06:28:00,816 Wilson St,Seattle,WA
227861,AAA Batteries (4-pack),4,2.99,2022-04-08 18:46:00,290 Johnson St,Los Angeles,CA
227862,Wired Headphones,2,11.99,2022-04-01 13:46:00,147 Church St,Seattle,WA
227866,Lightning Charging Cable,2,14.95,2022-04-04 10:49:00,916 Adams St,Dallas,TX
227869,Google Phone,1,600.0,2022-04-01 13:08:00,865 Chestnut St,Portland,OR
227881,LG Washing Machine,1,600.0,2022-04-18 01:40:00,855 Cherry St,Portland,ME
227888,Lightning Charging Cable,2,14.95,2022-04-03 14:32:00,782 Hickory St,New York City,NY
227889,Wired Headphones,2,11.99,2022-04-06 18:44:00,462 Chestnut St,San Francisco,CA
227898,Apple Airpods Headphones,1,150.0,2022-04-08 14:54:00,952 Jefferson St,San Francisco,CA
227901,27in 4K Gaming Monitor,1,389.99,2022-04-15 15:13:00,374 Adams St,Atlanta,GA
227902,AA Batteries (4-pack),2,3.84,2022-04-26 11:40:00,720 Cedar St,Seattle,WA
227909,Macbook Pro Laptop,1,1700.0,2022-04-04 12:24:00,792 Park St,Boston,MA
227910,27in 4K Gaming Monitor,1,389.99,2022-04-15 09:05:00,666 Johnson St,Seattle,WA
227921,AAA Batteries (4-pack),2,2.99,2022-04-13 12:43:00,742 8th St,Boston,MA
227927,USB-C Charging Cable,2,11.95,2022-04-03 20:36:00,866 11th St,San Francisco,CA
227929,Wired Headphones,1,11.99,2022-04-13 13:38:00,10 1st St,Los Angeles,CA
227940,AA Batteries (4-pack),2,3.84,2022-04-08 17:15:00,705 Johnson St,Seattle,WA
227952,iPhone,1,800.0,2022-05-01 01:30:00,410 North St,Boston,MA
227956,AAA Batteries (4-pack),2,2.99,2022-04-13 08:17:00,406 8th St,Portland,ME
227958,USB-C Charging Cable,1,11.95,2022-04-02 18:01:00,603 Walnut St,Portland,ME
227959,AAA Batteries (4-pack),4,2.99,2022-04-13 18:06:00,511 Willow St,San Francisco,CA
227967,AA Batteries (4-pack),2,3.84,2022-04-25 20:19:00,696 6th St,Portland,OR
227969,Google Phone,1,600.0,2022-04-01 15:16:00,783 Wilson St,Boston,MA
227973,Lightning Charging Cable,1,14.95,2022-04-06 15:54:00,522 Ridge St,San Francisco,CA
227975,AA Batteries (4-pack),4,3.84,2022-04-03 13:24:00,437 1st St,Los Angeles,CA
227976,Apple Airpods Headphones,1,150.0,2022-04-03 11:32:00,805 West St,Seattle,WA
227977,27in 4K Gaming Monitor,1,389.99,2022-04-13 16:26:00,398 Wilson St,Austin,TX
227980,Lightning Charging Cable,1,14.95,2022-04-12 17:26:00,331 Forest St,San Francisco,CA
227982,AAA Batteries (4-pack),1,2.99,2022-04-18 00:23:00,409 4th St,Seattle,WA
227985,AA Batteries (4-pack),4,3.84,2022-04-24 06:56:00,784 8th St,Atlanta,GA
227992,iPhone,1,800.0,2022-04-03 20:56:00,104 9th St,San Francisco,CA
227992,Lightning Charging Cable,1,14.95,2022-04-03 20:56:00,104 9th St,San Francisco,CA
227992,Apple Airpods Headphones,1,150.0,2022-04-03 20:56:00,104 9th St,San Francisco,CA
227996,LG Dryer,1,600.0,2022-04-13 08:37:00,639 6th St,San Francisco,CA
228016,Bose SoundSport Headphones,1,99.99,2022-04-03 16:35:00,891 2nd St,Seattle,WA
228022,Macbook Pro Laptop,1,1700.0,2022-04-08 13:16:00,153 Lake St,Dallas,TX
228030,AAA Batteries (4-pack),1,2.99,2022-04-15 22:38:00,462 Cedar St,Los Angeles,CA
228033,Lightning Charging Cable,1,14.95,2022-04-29 21:42:00,116 Jackson St,Austin,TX
228033,AAA Batteries (4-pack),12,2.99,2022-04-29 21:42:00,116 Jackson St,Austin,TX
228034,Lightning Charging Cable,2,14.95,2022-04-09 23:03:00,349 River St,San Francisco,CA
228045,AA Batteries (4-pack),4,3.84,2022-04-01 15:34:00,53 River St,San Francisco,CA
228048,Google Phone,1,600.0,2022-04-02 12:18:00,762 Meadow St,Seattle,WA
228050,AA Batteries (4-pack),4,3.84,2022-04-25 15:51:00,678 Hickory St,Seattle,WA
228066,AA Batteries (4-pack),4,3.84,2022-04-18 12:20:00,734 Sunset St,Portland,OR
228082,Wired Headphones,1,11.99,2022-04-26 11:32:00,199 West St,Portland,ME
228087,Lightning Charging Cable,1,14.95,2022-04-21 04:49:00,773 Madison St,Seattle,WA
228090,Bose SoundSport Headphones,1,99.99,2022-04-24 20:09:00,324 Main St,Atlanta,GA
228100,Google Phone,1,600.0,2022-04-21 22:28:00,605 Lincoln St,Atlanta,GA
228100,USB-C Charging Cable,1,11.95,2022-04-21 22:28:00,605 Lincoln St,Atlanta,GA
228101,AA Batteries (4-pack),2,3.84,2022-04-29 13:25:00,814 Dogwood St,Los Angeles,CA
228102,Wired Headphones,1,11.99,2022-04-02 19:39:00,877 Walnut St,Los Angeles,CA
228107,AA Batteries (4-pack),4,3.84,2022-04-22 11:04:00,438 Lakeview St,Seattle,WA
228121,Flatscreen TV,1,300.0,2022-04-23 17:02:00,687 Hickory St,Los Angeles,CA
228125,Wired Headphones,2,11.99,2022-04-08 19:46:00,498 Park St,Portland,OR
228126,USB-C Charging Cable,1,11.95,2022-04-12 17:36:00,4 Church St,San Francisco,CA
228128,USB-C Charging Cable,1,11.95,2022-04-21 11:26:00,28 Lakeview St,Portland,OR
228142,Flatscreen TV,1,300.0,2022-04-19 15:45:00,336 Forest St,Los Angeles,CA
228145,Macbook Pro Laptop,1,1700.0,2022-04-29 16:21:00,244 Adams St,Seattle,WA
228151,Google Phone,1,600.0,2022-04-21 22:59:00,953 River St,Seattle,WA
228151,USB-C Charging Cable,2,11.95,2022-04-21 22:59:00,953 River St,Seattle,WA
228152,Apple Airpods Headphones,1,150.0,2022-04-22 18:24:00,131 Meadow St,Portland,ME
228158,Lightning Charging Cable,2,14.95,2022-04-16 21:15:00,141 2nd St,Atlanta,GA
228162,USB-C Charging Cable,1,11.95,2022-04-12 12:51:00,357 Sunset St,Los Angeles,CA
228163,Wired Headphones,2,11.99,2022-04-20 16:18:00,601 Dogwood St,San Francisco,CA
228173,34in Ultrawide Monitor,1,379.99,2022-04-23 21:57:00,483 Cherry St,Portland,OR
228178,Google Phone,1,600.0,2022-04-25 17:49:00,915 Center St,San Francisco,CA
228181,Apple Airpods Headphones,2,150.0,2022-04-25 21:38:00,519 10th St,Seattle,WA
228183,Google Phone,1,600.0,2022-04-20 21:04:00,112 Spruce St,San Francisco,CA
228193,Bose SoundSport Headphones,1,99.99,2022-04-03 16:51:00,412 Sunset St,Seattle,WA
228203,Lightning Charging Cable,1,14.95,2022-04-09 18:02:00,98 Madison St,San Francisco,CA
228204,AA Batteries (4-pack),4,3.84,2022-04-06 11:56:00,170 Park St,Dallas,TX
228205,Lightning Charging Cable,2,14.95,2022-04-16 17:57:00,136 Forest St,Seattle,WA
228207,Lightning Charging Cable,1,14.95,2022-04-26 21:25:00,118 Center St,Seattle,WA
228227,Wired Headphones,1,11.99,2022-04-11 19:10:00,97 Sunset St,San Francisco,CA
228230,AAA Batteries (4-pack),4,2.99,2022-04-13 12:16:00,930 5th St,Portland,ME
228263,Apple Airpods Headphones,1,150.0,2022-04-30 11:34:00,683 Center St,Seattle,WA
228264,27in FHD Monitor,1,149.99,2022-04-18 20:57:00,178 Meadow St,Austin,TX
228265,20in Monitor,1,109.99,2022-04-25 21:40:00,676 Church St,Atlanta,GA
228268,AAA Batteries (4-pack),2,2.99,2022-04-16 14:05:00,473 Spruce St,Boston,MA
228277,AA Batteries (4-pack),1,3.84,2022-04-30 18:40:00,903 Meadow St,Dallas,TX
228277,Wired Headphones,2,11.99,2022-04-30 18:40:00,903 Meadow St,Dallas,TX
228281,27in FHD Monitor,1,149.99,2022-04-21 07:52:00,534 Church St,San Francisco,CA
228285,Flatscreen TV,1,300.0,2022-04-17 09:49:00,852 Ridge St,Los Angeles,CA
228287,Wired Headphones,1,11.99,2022-04-15 19:54:00,15 Sunset St,Los Angeles,CA
228297,Lightning Charging Cable,2,14.95,2022-04-21 12:18:00,556 1st St,Boston,MA
228313,USB-C Charging Cable,1,11.95,2022-04-13 18:51:00,541 River St,San Francisco,CA
228321,Lightning Charging Cable,2,14.95,2022-04-25 05:49:00,41 Forest St,San Francisco,CA
228322,20in Monitor,1,109.99,2022-04-26 21:52:00,313 12th St,Portland,ME
228326,Google Phone,1,600.0,2022-04-01 14:23:00,62 4th St,Seattle,WA
228335,34in Ultrawide Monitor,1,379.99,2022-04-28 09:15:00,437 Jefferson St,Seattle,WA
228340,34in Ultrawide Monitor,1,379.99,2022-04-03 20:19:00,207 10th St,San Francisco,CA
228351,Lightning Charging Cable,2,14.95,2022-04-06 05:10:00,525 Johnson St,Los Angeles,CA
228366,USB-C Charging Cable,1,11.95,2022-04-01 13:43:00,232 5th St,Portland,ME
228382,AA Batteries (4-pack),2,3.84,2022-04-18 13:23:00,199 Chestnut St,San Francisco,CA
228382,Flatscreen TV,1,300.0,2022-04-18 13:23:00,199 Chestnut St,San Francisco,CA
228388,Bose SoundSport Headphones,1,99.99,2022-04-03 18:11:00,617 River St,Portland,ME
228390,Bose SoundSport Headphones,1,99.99,2022-04-30 14:24:00,978 Sunset St,Seattle,WA
228391,AAA Batteries (4-pack),8,2.99,2022-04-24 08:57:00,418 2nd St,Portland,ME
228392,Wired Headphones,1,11.99,2022-04-05 13:42:00,238 Main St,Los Angeles,CA
228393,Apple Airpods Headphones,1,150.0,2022-04-25 13:32:00,642 Sunset St,Dallas,TX
228397,USB-C Charging Cable,2,11.95,2022-04-06 11:49:00,479 10th St,Seattle,WA
228426,Wired Headphones,2,11.99,2022-04-19 15:54:00,843 Center St,San Francisco,CA
228433,AA Batteries (4-pack),2,3.84,2022-04-21 18:46:00,73 North St,Austin,TX
228436,34in Ultrawide Monitor,1,379.99,2022-04-25 09:02:00,976 13th St,Dallas,TX
228441,USB-C Charging Cable,1,11.95,2022-04-19 16:29:00,868 Forest St,Seattle,WA
228442,AA Batteries (4-pack),1,3.84,2022-04-30 15:12:00,657 13th St,Seattle,WA
228450,Lightning Charging Cable,2,14.95,2022-04-26 08:48:00,999 13th St,Los Angeles,CA
228460,AAA Batteries (4-pack),4,2.99,2022-04-24 22:57:00,735 10th St,Los Angeles,CA
228463,USB-C Charging Cable,2,11.95,2022-04-16 18:06:00,458 Washington St,Dallas,TX
228466,Wired Headphones,2,11.99,2022-04-17 17:16:00,611 River St,Seattle,WA
228471,AAA Batteries (4-pack),4,2.99,2022-04-25 13:21:00,553 Willow St,Los Angeles,CA
228472,iPhone,1,800.0,2022-04-08 13:33:00,352 Maple St,San Francisco,CA
228485,ThinkPad Laptop,1,999.99,2022-04-22 02:45:00,299 11th St,Los Angeles,CA
228486,27in FHD Monitor,1,149.99,2022-04-08 20:51:00,307 Pine St,Austin,TX
228491,Wired Headphones,2,11.99,2022-04-03 06:43:00,556 Pine St,San Francisco,CA
228501,Google Phone,1,600.0,2022-04-11 07:57:00,48 Sunset St,Los Angeles,CA
228501,USB-C Charging Cable,2,11.95,2022-04-11 07:57:00,48 Sunset St,Los Angeles,CA
228502,Macbook Pro Laptop,1,1700.0,2022-04-08 12:59:00,284 13th St,San Francisco,CA
228509,USB-C Charging Cable,1,11.95,2022-04-03 19:26:00,563 13th St,Seattle,WA
228523,USB-C Charging Cable,2,11.95,2022-04-07 21:18:00,53 Chestnut St,Boston,MA
228534,LG Dryer,1,600.0,2022-04-03 21:17:00,874 Jackson St,San Francisco,CA
